associatedReferences,verbatimTaxonRank,acceptedNameUsageID,traitName,measurementType,measurementTypeID,measurementMethod,measurementRemarks,recordLevel,measurementValue,valueSummary,measurementUnit,sampleSizeValue,variance,varianceMeasure,recordNumber,catalogNumber,eventDate,sex,lifeStage,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,stateProvince,county,habitat
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252739,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,4.67,single observation,mm,NA,NA,NA,NA,UCSB-IZC00010388,NA,M,adult,Arroyo Burro,34.516667 ,-119.75,34.516667 ,-119.75,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252719,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,4.73,single observation,mm,NA,NA,NA,NA,UCSB-IZC00010398,2016-07-00,M,adult,"University of California, Santa Barbara Campus",34.4137,-119.8418,34.4137,-119.8418,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252732,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,4.53,single observation,mm,NA,NA,NA,NA,UCSB-IZC00010406,2016-05-10,M,adult,"University of California, Santa Barbara Manzanita Village",34.409492,-119.852281,34.409492,-119.852281,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252752,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,4.85,single observation,mm,NA,NA,NA,NA,UCSB-IZC00010424,NA,M,adult,NA,34.409492,-119.852232,34.409492,-119.852232,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252731,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.77,single observation,mm,NA,NA,NA,NA,UCSB-IZC00010437,1981-05-00,F,adult,"University of California, Santa Barbara",34.412534,-119.847305,34.412534,-119.847305,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252736,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,4.76,single observation,mm,NA,NA,NA,NA,UCSB-IZC00010449,2016-05-13,M,adult,San Marcos Preserve,34.463536,-119.759714,34.463536,-119.759714,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252735,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,4.84,single observation,mm,NA,NA,NA,NA,UCSB-IZC00010514,1972-05-00,M,adult,Goleta,34.436396 ,-119.81116,34.436396 ,-119.81116,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252750,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,4.69,single observation,mm,NA,NA,NA,NA,UCSB-IZC00010541,1989-05-24,M,adult,Rattlesnake Canyon,34.471588,-119.687669,34.471588,-119.687669,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252757,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.68,single observation,mm,NA,NA,NA,NA,UCSB-IZC00010827,2017-05-20,F,adult,"University of California, Santa Barbara Lagoon",34.40812,-119.847228,34.40812,-119.847228,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252761,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.63,single observation,mm,NA,NA,NA,NA,UCSB-IZC00010876,2017-05-28,F,adult,Isla Vista,34.413329,-119.860972,34.413329,-119.860972,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252763,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.46,single observation,mm,NA,NA,NA,NA,UCSB-IZC00010896,2017-05-20,F,adult,6522 Sabado Tarde Road,34.410607 ,-119.854835,-119.854835,-119.854835,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.07,single observation,mm,NA,NA,NA,NA,UCSB-IZC00011271,2018-07-12,F,adult,Isla Vista Park,34.4095,-119.8621,34.4095,-119.8621,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252721,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.56,single observation,mm,NA,NA,NA,NA,UCSB-IZC00011309,NA,F,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.76,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012183,1983-05-05,F,adult,Goleta,34.436396,-119.81116,34.436396,-119.81116,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.62,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012185,2003-05-10,F,adult,NA,37.354108,-121.955236,37.354108,-121.955236,NA,United States,California,Santa Clara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.65,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012192,2014-04-27,M,adult,Del Playa Drive,34.409807,-119.861274,34.409807,-119.861274,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252720,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.28,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012193,2016-07-00,F,adult,"University of California, Santa Barbara Campus",34.4137,-119.8418,34.4137,-119.8418,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252726,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.46,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012195,1962-03-03,F,adult,Santa Barbara,34.42083,-119.711236,34.42083,-119.711236,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.85,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012201,2003-06-04,F,adult," Storke Field, University of California campus",34.418944,-119.856565,34.418944,-119.856565,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252753,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.05,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012203,2016-05-12,F,adult,"University of California, Santa Barbara Manzanita Village",,,,,NA,United States,California,,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.02,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012206,2013-05-31,F,adult,"University of California, Santa Barbara",34.412534,-119.847305,34.412534,-119.847305,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,8.06,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012207,2015-05-24,F,adult,Griffith Park,34.135891,-118.301014,34.135891,-118.301014,NA,United States,California,Los Angeles,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.28,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012209,2003-05-13,F,adult,"University of California, Santa Barbara Garden Plot",34.420556,-119.858171,34.420556,-119.858171,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.26,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012212,2014-05-18,F,adult,"Coal Oil Point Reserve, Sands Beach",34.415649,-119.876711,34.415649,-119.876711,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252730,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.4,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012213,NA,F,adult,Santa Barbara Botanic Garden,34.457079,-119.709178,34.457079,-119.709178,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252764,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.82,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012216,2015-04-25,F,adult,Isla Vista,34.413329,-119.860972,34.413329,-119.860972,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252766,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.88,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012219,2015-05-30,F,adult,Seven Falls,34.474823,-119.704723,34.474823,-119.704723,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.04,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012220,2003-05-14,F,adult,Isla Vista,34.413329,-119.860972,34.413329,-119.860972,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252762,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.57,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012221,2015-05-12,F,adult,Isla Vista Park,34.413329 ,-119.860972,34.413329 ,-119.860972,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.62,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012222,1928-10-00,F,adult,Santiago Canyon,33.703631,-117.602826,33.703631,-117.602826,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252728,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.25,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012225,1954-03-11,F,adult,NA,34.42083,-119.711236,34.42083,-119.711236,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252729,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.68,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012228,1987-09-26,F,adult,Arroyo Burro,34.516667,-119.75,34.516667,-119.75,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.17,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012230,2003-05-30,F,adult,Rattlesnake Canyon,34.471588,-119.687669,34.471588,-119.687669,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252724,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.49,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012232,2005-05-09,F,adult,Santa Cruz Island,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.88,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012234,2016-06-21,F,adult,"University of California, Santa Barbara Lagoon ",34.4085,-119.8487,34.4085,-119.8487,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.29,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012235,2015-05-16,F,adult,NA,34.412534,-119.847305,34.412534,-119.847305,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252760,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.87,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012237,2015-06-02,F,adult,More Mesa,34.422775,-119.773749,34.422775,-119.773749,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252725,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.82,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012240,1969-05-20,F,adult,Goleta,34.436396,-119.81116,34.436396,-119.81116,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.01,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012270,1978-05-14,F,adult,NA,36.207729,-119.347338,36.207729,-119.347338,NA,United States,California,Tulare,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.27,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012276,2015-05-31,F,adult,Dunneville,36.940506,-121.41049,36.940506,-121.41049,NA,United States,California,San Benito,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.09,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012281,2014-04-27,F,adult,Del Playa Drive,34.409807,-119.861274,34.409807,-119.861274,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.11,single observation,mm,NA,NA,NA,NA,UCSB-IZC00012292,1961-07-01,F,adult,Newport Beach,33.61891,-117.928947,33.61891,-117.928947,NA,United States,California,Orange,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.51,single observation,mm,NA,NA,NA,NA,UCSB-IZC00014663,2018-05-01,M,adult,Trigo Road,34.411183,-119.86145,34.411183,-119.86145,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252765,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,4.86,single observation,mm,NA,NA,NA,NA,UCSB-IZC00014669,NA,M,adult,Lizards Mouth,34.502484,-119.866131,34.502484,-119.866131,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252759,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.81,single observation,mm,NA,NA,NA,NA,UCSB-IZC00014711,2017-04-21,F,adult,Isla Vista,34.413329,-119.860972,34.413329,-119.860972,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.58,single observation,mm,NA,NA,NA,NA,UCSB-IZC00014719,2018-04-28,F,adult,NA,34.436396,-119.81116,34.436396,-119.81116,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.55,single observation,mm,NA,NA,NA,NA,UCSB-IZC00014731,2018-07-22,F,adult,"775 Camino del Sur, Apartment B",34.4157 ,-119.8627,34.4157 ,-119.8627,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.64,single observation,mm,NA,NA,NA,NA,UCSB-IZC00014765,2017-04-22,M,adult,"UC Santa Barbara Lagoon,",34.408615,-119.848,34.408615,-119.848,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252755,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.86,single observation,mm,NA,NA,NA,NA,UCSB-IZC00014785,2018-03-18,F,adult,Cheadle Center Greenhouse,34.420798 ,-119.858225,34.420798 ,-119.858225,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252756,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.52,single observation,mm,NA,NA,NA,NA,UCSB-IZC00014787,1980-06-24,F,adult,6678-B Sueno,34.412992,-119.861945,34.412992,-119.861945,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252758,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,4.92,single observation,mm,NA,NA,NA,NA,UCSB-IZC00014831,2018-05-30,M,adult,UC Santa Barbara marine labs,34.408369 ,-119.843231,34.408369 ,-119.843231,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252769,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,4.66,single observation,mm,NA,NA,NA,NA,UCSB-IZC00014975,1982-05-14,M,adult,6678-B Sueno,34.412992,-119.861945,34.412992,-119.861945,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa tabaniformis orpifex,gbif:6252754,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,4.74,single observation,mm,NA,NA,NA,NA,UCSB-IZC00014978,1999-05-15,F,adult,Chula Vista,32.640054,-117.084196,32.640054,-117.084196,NA,United States,California,San Diego,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.31,single observation,mm,NA,NA,NA,NA,UCSB-IZC00015006,2017-05-15,F,adult,Isla Vista,34.413329,-119.860972,34.413329,-119.860972,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.69,single observation,mm,NA,NA,NA,NA,UCSB-IZC00015025,2017-05-18,F,adult,"University of California, Santa Barbara Lagoon",34.408615,-119.848,34.408615,-119.848,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.6,single observation,mm,NA,NA,NA,NA,UCSB-IZC00015052,2017-04-18,F,adult,South Coast Botanical Garden,NA,NA,NA,NA,NA,United States,California,Los Angeles,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.25,single observation,mm,NA,NA,NA,NA,UCSB-IZC00015129,1999-05-20,M,adult,Isla Vista,34.413329,-119.860972,34.413329,-119.860972,NA,United States,California,Santa Barbara,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.87,single observation,mm,NA,NA,NA,NA,UCSB-IZC00015225,2011-05-27,F,adult,Isla Vista,34.413329,-119.860972,34.413329,-119.860972,NA,United States,California,Santa Barbara,NA
